scramble,target,response,image_category,image_name,image_invert,image_list
True,False,"['nonmatch', 935.914324622145]",city,city_00165.jpg,True,Bad
True,False,"['nonmatch', 938.5992263454244]",highway,highways_00388.jpg,True,Bad
False,True,"['match', 941.2484093425339]",forest,forests_00434.jpg,True,Bad
False,True,"['match', 943.779091920937]",office,offices_00599.jpg,True,Good
False,True,"['nonmatch', 946.4771263247063]",mountain,mountains_00707.jpg,False,Bad
True,False,"['nonmatch', 949.0643991605821]",city,city_20081106_00029.jpg,True,Bad
True,False,"['nonmatch', 951.7718725017126]",forest,forests_00294.jpg,True,Good
True,False,"['nonmatch', 954.345823690498]",office,offices_00628.jpg,False,Good
True,False,"['nonmatch', 957.0137877823261]",forest,forests_00168.jpg,True,Bad
False,True,"['nonmatch', 959.6832271049774]",forest,forests_00400.jpg,False,Bad
False,True,"['match', 962.2230430495731]",beach,beaches_20081106_00066.jpg,False,Good
True,False,"['nonmatch', 964.9861081311925]",mountain,mountains_00195.jpg,True,Good
False,True,"['nonmatch', 967.5587960578771]",mountain,mountains_00741.jpg,False,Bad
True,False,"['nonmatch', 970.2100363763345]",beach,beaches_00393.jpg,False,Bad
False,True,"['nonmatch', 972.7750492706889]",forest,forests_20081106_00023.jpg,True,Good
True,False,"['match', 975.4580749227248]",mountain,mountains_00599.jpg,False,Bad
False,True,"['match', 978.5069238007719]",forest,forests_20081106_00085.jpg,False,Good
True,False,"['nonmatch', 981.1247130741341]",city,city_00601.jpg,False,Good
True,False,"['nonmatch', 983.748712707557]",forest,forests_00414.jpg,True,Bad
False,True,"['match', 986.384318156756]",mountain,mountains_00351.jpg,False,Good
False,True,"['match', 989.2958855441012]",beach,beaches_00181.jpg,True,Good
False,True,"['match', 991.90856589798]",beach,beaches_20081106_00064.jpg,True,Bad
False,True,"['match', 994.778551175419]",highway,highways_20081106_00058.jpg,False,Bad
True,False,"['nonmatch', 997.6051232687842]",office,offices_00124.jpg,True,Good
False,True,"['match', 1000.2893859751716]",mountain,mountains_00363.jpg,True,Good
False,True,"['match', 1003.036137642813]",highway,highways_00139.jpg,False,Bad
False,True,"['match', 1005.6810650040935]",office,offices_00665.jpg,True,Bad
False,True,"['match', 1008.3282014987218]",city,city_20081106_00061.jpg,True,Good
True,False,"['match', 1011.2599349701759]",beach,beaches_00344.jpg,False,Bad
False,True,"['nonmatch', 1014.1064651210506]",mountain,mountains_00363.jpg,False,Good
True,False,"['nonmatch', 1020.3172495914855]",highway,highways_20081106_00003.jpg,False,Bad
True,False,"['nonmatch', 1023.0653516148435]",forest,forests_20081106_00005.jpg,True,Good
False,True,"['match', 1025.7512983786403]",highway,highways_00409.jpg,False,Good
True,False,"['nonmatch', 1028.3621589256654]",mountain,mountains_00488.jpg,True,Bad
True,False,"['nonmatch', 1030.9803433703698]",highway,highways_00434.jpg,True,Bad
True,False,"['nonmatch', 1033.6931042649246]",forest,forests_20081106_00018.jpg,True,Good
False,True,"['match', 1036.2875766971313]",beach,beaches_00194.jpg,True,Bad
True,False,"['nonmatch', 1039.2064988237457]",office,offices_00331.jpg,False,Bad
False,True,"['nonmatch', 1042.0585518972114]",mountain,mountains_00514.jpg,False,Bad
True,False,"['nonmatch', 1044.696582564368]",city,city_20081106_00003.jpg,True,Good
True,False,"['nonmatch', 1047.1896684549965]",forest,forests_00520.jpg,False,Bad
False,True,"['match', 1049.6333477602714]",city,city_20081106_00003.jpg,False,Good
False,True,"['match', 1052.4082678418072]",beach,beaches_00181.jpg,False,Good
True,False,"['nonmatch', 1055.170367448497]",city,city_00351.jpg,True,Bad
True,False,"['nonmatch', 1058.0629840771248]",city,city_20081106_00063.jpg,False,Good
False,True,"['nonmatch', 1060.5808337371138]",office,offices_00678.jpg,True,Good
True,False,"['match', 1063.1171499032598]",beach,beaches_00432.jpg,False,Bad
True,False,"['match', 1065.6407214626322]",mountain,mountains_00687.jpg,False,Good
True,False,"['nonmatch', 1068.080269854472]",mountain,mountains_00752.jpg,False,Good
True,False,"['nonmatch', 1071.0473586249186]",beach,beaches_00355.jpg,True,Good
True,False,"['match', 1073.794172975556]",forest,forests_00528.jpg,True,Bad
False,True,"['nonmatch', 1076.4435729187483]",office,offices_00678.jpg,False,Good
True,False,"['match', 1079.0695004270606]",highway,highways_00536.jpg,True,Bad
True,False,"['match', 1081.700735646188]",mountain,mountains_00128.jpg,True,Bad
True,False,"['match', 1084.31663809126]",mountain,mountains_00614.jpg,False,Good
True,False,"['nonmatch', 1086.735963520409]",forest,forests_20081106_00063.jpg,True,Good
True,False,"['nonmatch', 1089.5224919917796]",city,city_00625.jpg,False,Good
False,True,"['match', 1092.115882650248]",mountain,mountains_00355.jpg,False,Good
False,True,"['nonmatch', 1094.6566781099732]",highway,highways_00512.jpg,True,Bad
False,True,"['match', 1097.0715558486909]",beach,beaches_00453.jpg,True,Bad
False,True,"['match', 1100.8683026141584]",city,city_20081106_00097.jpg,True,Bad
False,True,"['match', 1103.3648340288382]",forest,forests_00330.jpg,True,Bad
True,False,"['nonmatch', 1106.0696035832316]",beach,beaches_00481.jpg,True,Bad
False,True,"['nonmatch', 1108.5923816871898]",mountain,mountains_00412.jpg,True,Good
False,True,"['match', 1110.9576681642745]",city,city_00133.jpg,True,Bad
True,False,"['match', 1113.6893646298308]",mountain,mountains_00247.jpg,False,Bad
False,True,"['match', 1116.2151380946016]",city,city_00349.jpg,True,Good
True,False,"['nonmatch', 1118.7893135603415]",beach,beaches_00309.jpg,True,Bad
False,True,"['nonmatch', 1121.469796578169]",highway,highways_00259.jpg,False,Bad
False,True,"['match', 1124.036303207298]",forest,forests_00538.jpg,True,Bad
False,True,"['match', 1126.468073160014]",office,offices_00629.jpg,True,Good
False,True,"['match', 1129.0730915917864]",forest,forests_00380.jpg,True,Good
False,True,"['nonmatch', 1131.7822250181284]",mountain,mountains_00394.jpg,True,Bad
True,False,"['nonmatch', 1134.1461076867554]",office,offices_00625.jpg,True,Good
True,False,"['nonmatch', 1136.9081250264824]",highway,highways_00585.jpg,False,Good
False,True,"['nonmatch', 1139.8563866301315]",forest,forests_20081106_00052.jpg,True,Good
False,True,"['match', 1142.4091576391372]",office,offices_00368.jpg,True,Bad
True,False,"['nonmatch', 1145.1985814081636]",forest,forests_00520.jpg,True,Bad
True,False,"['nonmatch', 1147.7411511112596]",city,city_00619.jpg,False,Good
True,False,"['nonmatch', 1150.1677902223855]",mountain,mountains_00472.jpg,True,Bad
False,True,"['match', 1152.7419921087367]",office,offices_00621.jpg,False,Good
True,False,"['nonmatch', 1155.219834294498]",highway,highways_00541.jpg,False,Good
False,True,"['match', 1157.7375208344054]",mountain,mountains_00377.jpg,False,Bad
False,True,"['nonmatch', 1160.3342221693872]",forest,forests_00414.jpg,False,Bad
True,False,"['match', 1162.9414257222102]",mountain,mountains_00394.jpg,False,Bad
False,True,"['nonmatch', 1165.8748169330504]",highway,highways_00156.jpg,True,Bad
True,False,"['nonmatch', 1168.360481163222]",mountain,mountains_00339.jpg,False,Good
False,True,"['match', 1170.8029129354563]",office,offices_20081106_00003.jpg,True,Good
False,True,"['match', 1173.2671701826202]",office,offices_00165.jpg,False,Bad
False,True,"['match', 1175.7559124669597]",beach,beaches_00226.jpg,False,Bad
True,False,"['match', 1187.3635014920385]",mountain,mountains_00387.jpg,True,Bad
True,False,"['nonmatch', 1189.9635401323287]",office,offices_00626.jpg,True,Good
False,True,"['nonmatch', 1192.3116817931195]",forest,forests_20081106_00051.jpg,False,Good
True,False,"['nonmatch', 1194.9020664242869]",city,city_00310.jpg,True,Good
True,False,"['nonmatch', 1197.4510821723948]",beach,beaches_00390.jpg,True,Good
False,True,"['nonmatch', 1200.137918773287]",mountain,mountains_00257.jpg,True,Good
True,False,"['match', 1202.7680434722895]",mountain,mountains_00705.jpg,True,Bad
False,True,"['nonmatch', 1205.286425338925]",forest,forests_00108.jpg,True,Bad
True,False,"['nonmatch', 1207.7964557210405]",mountain,mountains_00351.jpg,True,Good
False,True,"['match', 1210.211811865466]",highway,highways_00351.jpg,False,Good
False,True,"['match', 1212.754017321348]",office,offices_00370.jpg,False,Bad
False,True,"['match', 1215.4461885625972]",mountain,mountains_00742.jpg,True,Good
False,True,"['match', 1217.8752514905348]",forest,forests_00197.jpg,False,Good
True,False,"['nonmatch', 1220.4901690447946]",city,city_00576.jpg,False,Bad
True,False,"['nonmatch', 1222.9724777423937]",office,offices_00664.jpg,True,Good
False,True,"['match', 1225.4825520936993]",office,offices_20081106_00070.jpg,True,Good
True,False,"['nonmatch', 1228.3240336017777]",office,offices_00402.jpg,True,Bad
True,False,"['match', 1231.0973573718068]",forest,forests_00463.jpg,True,Bad
True,False,"['nonmatch', 1236.6179031671986]",beach,beaches_00235.jpg,False,Good
True,False,"['nonmatch', 1239.7427642288349]",beach,beaches_00518.jpg,True,Bad
False,True,"['match', 1242.4059207993182]",forest,forests_00587.jpg,True,Good
False,True,"['match', 1244.9520852493692]",forest,forests_20081106_00100.jpg,True,Good
True,False,"['nonmatch', 1247.5348121110758]",mountain,mountains_00687.jpg,True,Good
True,False,"['nonmatch', 1250.033972078328]",mountain,mountains_00475.jpg,True,Bad
True,False,"['nonmatch', 1252.4803240580775]",forest,forests_00434.jpg,False,Bad
False,True,"['nonmatch', 1254.9425657877061]",highway,highways_20081106_00084.jpg,True,Bad
True,False,"['nonmatch', 1257.554234353645]",forest,forests_20081106_00010.jpg,True,Good
True,False,"['match', 1260.2510223070626]",highway,highways_00413.jpg,False,Good
False,True,"['match', 1262.8227966750765]",office,offices_00308.jpg,False,Bad
False,True,"['match', 1265.1780394957477]",forest,forests_00528.jpg,False,Bad
False,True,"['match', 1273.8158863861925]",mountain,mountains_00588.jpg,False,Good
False,True,"['nonmatch', 1276.37467505639]",forest,forests_00543.jpg,True,Bad
True,False,"['match', 1279.0459274742277]",office,offices_00539.jpg,True,Bad
True,False,"['nonmatch', 1281.5373872566875]",beach,beaches_00369.jpg,True,Good
True,False,"['nonmatch', 1284.021146742076]",office,offices_00612.jpg,True,Good
True,False,"['nonmatch', 1286.4767209313127]",beach,beaches_00508.jpg,True,Bad
False,True,"['match', 1289.4501034585887]",beach,beaches_20081106_00015.jpg,False,Good
True,False,"['nonmatch', 1291.9403567526024]",highway,highways_00515.jpg,False,Bad
True,False,"['nonmatch', 1294.4182763806787]",forest,forests_00599.jpg,True,Good
False,True,"['match', 1296.991467108319]",beach,beaches_00119.jpg,True,Good
True,False,"['nonmatch', 1299.4695276687107]",beach,beaches_00463.jpg,False,Bad
True,False,"['nonmatch', 1301.94108295701]",office,offices_00671.jpg,False,Good
False,True,"['match', 1304.5824894972516]",beach,beaches_20081106_00064.jpg,False,Bad
False,True,"['nonmatch', 1307.0425768040634]",city,city_00294.jpg,True,Good
False,True,"['nonmatch', 1309.855145707841]",mountain,mountains_00431.jpg,True,Bad
True,False,"['match', 1312.2378017269552]",city,city_00435.jpg,False,Bad
False,True,"['nonmatch', 1314.7492791448765]",office,offices_20081106_00087.jpg,False,Good
False,True,"['match', 1317.3584119914453]",mountain,mountains_00195.jpg,False,Good
False,True,"['match', 1319.947700733488]",beach,beaches_00506.jpg,False,Bad
False,True,"['nonmatch', 1322.419889134016]",forest,forests_00125.jpg,False,Good
True,False,"['nonmatch', 1324.8579703096023]",city,city_00590.jpg,True,Bad
False,True,"['match', 1327.3402168000534]",office,offices_00493.jpg,False,Bad
False,True,"['match', 1329.8669086982673]",forest,forests_00497.jpg,False,Bad
True,False,"['match', 1333.5833731382934]",mountain,mountains_00257.jpg,False,Good
False,True,"['match', 1335.9691156371657]",city,city_00536.jpg,False,Good
False,True,"['match', 1338.3784135118879]",city,city_20081106_00066.jpg,False,Good
False,True,"['match', 1340.851251124626]",city,city_00312.jpg,False,Good
False,True,"['match', 1343.3665992975891]",office,offices_00676.jpg,False,Good
True,False,"['nonmatch', 1349.95605592488]",beach,beaches_00224.jpg,False,Good
True,False,"['nonmatch', 1352.2612944355149]",office,offices_00528.jpg,False,Bad
True,False,"['nonmatch', 1356.9975466033984]",mountain,mountains_00514.jpg,True,Bad
True,False,"['nonmatch', 1359.4454662261282]",forest,forests_00266.jpg,False,Good
False,True,"['match', 1362.1833980511603]",beach,beaches_00243.jpg,True,Good
True,False,"['nonmatch', 1364.5992335309352]",mountain,mountains_00459.jpg,True,Bad
False,True,"['match', 1367.4271085171508]",forest,forests_20081106_00096.jpg,True,Bad
True,False,"['nonmatch', 1369.9201794783712]",highway,highways_00434.jpg,False,Bad
False,True,"['match', 1372.386047450502]",office,offices_00611.jpg,True,Bad
True,False,"['nonmatch', 1374.987175230155]",city,city_00641.jpg,False,Bad
True,False,"['match', 1377.686433227515]",forest,forests_00406.jpg,True,Bad
False,True,"['match', 1380.1143852166213]",office,offices_00643.jpg,False,Good
False,True,"['match', 1382.485251280012]",forest,forests_00506.jpg,False,Bad
True,False,"['nonmatch', 1385.1130007378322]",city,city_00504.jpg,True,Bad
True,False,"['nonmatch', 1387.6324282361197]",office,offices_00512.jpg,False,Bad
True,False,"['nonmatch', 1390.0876472857597]",city,city_00313.jpg,False,Good
True,False,"['nonmatch', 1392.7272958256337]",office,offices_00594.jpg,True,Bad
False,True,"['match', 1395.2097848583983]",city,city_00132.jpg,True,Bad
True,False,"['nonmatch', 1397.682469854472]",highway,highways_00508.jpg,True,Bad
False,True,"['match', 1400.0790640667658]",forest,forests_20081106_00085.jpg,True,Good
False,True,"['match', 1402.6878893545638]",office,offices_00639.jpg,True,Good
False,True,"['match', 1405.2814993049406]",city,city_00155.jpg,False,Bad
True,False,"['nonmatch', 1407.7886116706488]",office,offices_00625.jpg,False,Good
False,True,"['nonmatch', 1410.205303870612]",office,offices_00422.jpg,True,Bad
True,False,"['nonmatch', 1412.6656415264574]",highway,highways_00555.jpg,True,Good
False,True,"['match', 1415.1625282661944]",office,offices_00493.jpg,True,Bad
False,True,"['match', 1417.888576926033]",highway,highways_20081106_00041.jpg,False,Bad
False,True,"['match', 1420.327314780037]",beach,beaches_00534.jpg,False,Bad
False,True,"['nonmatch', 1422.7724101445256]",beach,beaches_00427.jpg,False,Bad
False,True,"['match', 1425.366758185494]",mountain,mountains_00656.jpg,False,Good
True,False,"['nonmatch', 1427.895078068871]",forest,forests_00336.jpg,True,Bad
True,False,"['match', 1430.5118746046014]",highway,highways_00515.jpg,True,Bad
False,True,"['match', 1439.6868479490736]",mountain,mountains_00657.jpg,True,Bad
False,True,"['match', 1442.119059741692]",city,city_20081106_00008.jpg,False,Good
True,False,"['nonmatch', 1444.6898610131827]",city,city_00178.jpg,True,Bad
False,True,"['match', 1447.3001530484034]",mountain,mountains_00599.jpg,True,Bad
True,False,"['nonmatch', 1449.7443149471187]",beach,beaches_00235.jpg,True,Good
False,True,"['match', 1452.3169054796076]",highway,highways_00519.jpg,False,Bad
True,False,"['nonmatch', 1456.5062101017527]",forest,forests_20081106_00078.jpg,False,Bad
True,False,"['nonmatch', 1459.0909202285677]",mountain,mountains_00256.jpg,True,Good
True,False,"['match', 1462.230586170657]",mountain,mountains_00741.jpg,True,Bad
True,False,"['match', 1464.9158949100265]",highway,highways_00422.jpg,True,Good
False,True,"['nonmatch', 1469.0303209413375]",city,city_00318.jpg,False,Bad
True,False,"['nonmatch', 1471.4156921304573]",forest,forests_00230.jpg,True,Bad
True,False,"['nonmatch', 1473.9970867263705]",mountain,mountains_20081106_00049.jpg,False,Good
False,True,"['match', 1476.5041044470436]",beach,beaches_20081106_00021.jpg,True,Good
True,False,"['nonmatch', 1478.9621336930043]",highway,highways_00205.jpg,False,Good
False,True,"['nonmatch', 1481.5696416066564]",highway,highways_20081106_00100.jpg,False,Good
True,False,"['nonmatch', 1484.0199275534244]",mountain,mountains_00107.jpg,False,Good
False,True,"['match', 1486.5166832851583]",highway,highways_00503.jpg,True,Bad
True,False,"['nonmatch', 1489.0184664216138]",office,offices_20081106_00085.jpg,True,Good
True,False,"['nonmatch', 1492.084134597584]",city,city_00585.jpg,True,Bad
True,False,"['match', 1494.727574159162]",city,city_20081106_00076.jpg,False,Bad
True,False,"['nonmatch', 1497.3272616474244]",city,city_00281.jpg,False,Good
True,False,"['nonmatch', 1499.8888132188267]",beach,beaches_00119.jpg,False,Good
True,False,"['match', 1502.6381824891814]",beach,beaches_20081106_00048.jpg,False,Good
False,True,"['nonmatch', 1505.399433092179]",beach,beaches_00256.jpg,True,Good
False,True,"['match', 1507.9693188127183]",highway,highways_00199.jpg,True,Good
False,True,"['nonmatch', 1511.5062176237657]",highway,highways_00523.jpg,False,Bad
True,False,"['nonmatch', 1514.103521875992]",office,offices_00414.jpg,False,Bad
False,True,"['match', 1516.7468874388064]",highway,highways_00450.jpg,True,Bad
True,False,"['match', 1519.3862482792267]",office,offices_00643.jpg,True,Good
True,False,"['match', 1536.3507454328249]",highway,highways_00132.jpg,False,Bad
True,False,"['nonmatch', 1538.8346345223972]",city,city_00401.jpg,False,Bad
True,False,"['nonmatch', 1541.5145907246329]",beach,beaches_00185.jpg,False,Good
False,True,"['match', 1544.1414349243955]",mountain,mountains_00216.jpg,True,Good
False,True,"['match', 1546.738878547727]",city,city_00379.jpg,True,Bad
False,True,"['match', 1549.2208016601226]",office,offices_20081106_00009.jpg,True,Bad
False,True,"['match', 1551.6759335660222]",highway,highways_00402.jpg,False,Good
True,False,"['nonmatch', 1554.2395624009623]",mountain,mountains_00220.jpg,True,Good
True,False,"['nonmatch', 1556.7562363886987]",forest,forests_00497.jpg,True,Bad
False,True,"['match', 1559.27693100132]",city,city_00154.jpg,True,Bad
True,False,"['nonmatch', 1562.5157203699187]",beach,beaches_00517.jpg,False,Bad
False,True,"['match', 1565.1351868182653]",office,offices_00395.jpg,False,Good
False,True,"['match', 1567.5792712746654]",beach,beaches_00451.jpg,True,Bad
True,False,"['nonmatch', 1570.6636105822793]",mountain,mountains_00485.jpg,False,Bad
True,False,"['match', 1573.4289585630984]",forest,forests_00746.jpg,True,Good
False,True,"['match', 1575.9115992297538]",beach,beaches_00279.jpg,False,Good
True,False,"['nonmatch', 1582.7720376200898]",beach,beaches_20081106_00037.jpg,True,Bad
True,False,"['match', 1586.2181519383134]",mountain,mountains_00474.jpg,False,Bad
True,False,"['nonmatch', 1591.9368181727957]",city,city_00670.jpg,True,Good
True,False,"['nonmatch', 1594.3270083517402]",highway,highways_00416.jpg,True,Good
True,False,"['nonmatch', 1596.9763679447294]",office,offices_00612.jpg,False,Good
False,True,"['match', 1599.3371175078112]",city,city_00379.jpg,False,Bad
False,True,"['match', 1601.9191689121317]",mountain,mountains_00128.jpg,False,Bad
True,False,"['nonmatch', 1604.4575499356736]",highway,highways_20081106_00058.jpg,True,Bad
True,False,"['nonmatch', 1609.9415892934119]",beach,beaches_00117.jpg,True,Good
True,False,"['match', 1613.1056956719185]",highway,highways_00257.jpg,True,Bad
True,False,"['nonmatch', 1615.9735481255118]",mountain,mountains_00484.jpg,False,Bad
False,True,"['match', 1618.3840571703063]",beach,beaches_00251.jpg,True,Good
False,True,"['match', 1620.9502704559657]",forest,forests_00259.jpg,True,Bad
True,False,"['nonmatch', 1623.6980808023259]",office,offices_00508.jpg,True,Good
True,False,"['nonmatch', 1628.7644736973484]",forest,forests_00506.jpg,True,Bad
False,True,"['match', 1631.3426870478354]",highway,highways_00408.jpg,False,Good
True,False,"['nonmatch', 1633.8618148244807]",city,city_00314.jpg,False,Good
True,False,"['nonmatch', 1636.3534168451654]",highway,highways_00519.jpg,True,Bad
False,True,"['match', 1638.9065895841338]",highway,highways_00161.jpg,False,Good
True,False,"['nonmatch', 1641.6305563041553]",highway,highways_00300.jpg,False,Good
False,True,"['match', 1644.0199160582113]",office,offices_00630.jpg,False,Bad
False,True,"['match', 1646.5534921999633]",office,offices_00658.jpg,True,Good
False,True,"['match', 1648.9793888823913]",beach,beaches_00522.jpg,False,Bad
False,True,"['match', 1651.5225653071795]",highway,highways_00430.jpg,False,Good
True,False,"['nonmatch', 1654.1287946360128]",forest,forests_20081106_00100.jpg,False,Good
True,False,"['nonmatch', 1656.5271453426008]",city,city_00342.jpg,False,Good
False,True,"['match', 1659.242736129722]",mountain,mountains_00377.jpg,True,Bad
True,False,"['match', 1661.802449741859]",highway,highways_20081106_00093.jpg,True,Good
True,False,"['nonmatch', 1664.362301251441]",city,city_00601.jpg,True,Good
