scramble,target,response,image_category,image_name,image_invert,image_list
True,False,"['nonmatch', 874.5017883279365]",beach,beaches_00447.jpg,False,Bad
True,False,"['nonmatch', 877.5732018048274]",beach,beaches_20081106_00037.jpg,False,Bad
True,False,"['nonmatch', 881.2464116246119]",city,city_00312.jpg,False,Good
False,True,"['nonmatch', 886.1240376009597]",highway,highways_00437.jpg,True,Bad
False,True,"['match', 889.1681610533562]",city,city_00454.jpg,True,Bad
False,True,"['match', 891.7636906921568]",mountain,mountains_00514.jpg,True,Bad
False,True,"['match', 894.4966181739197]",city,city_20081106_00008.jpg,True,Good
True,False,"['match', 898.6288433171932]",city,city_00614.jpg,True,Good
True,False,"['match', 902.040616582624]",city,city_20081106_00017.jpg,True,Good
True,False,"['nonmatch', 904.6780591997407]",highway,highways_20081106_00098.jpg,True,Good
False,True,"['match', 907.3405157365173]",office,offices_00629.jpg,False,Good
False,True,"['match', 911.7495386335308]",mountain,mountains_00215.jpg,True,Good
False,True,"['match', 914.5633059341093]",forest,forests_00557.jpg,False,Bad
True,False,"['match', 917.8324463510809]",highway,highways_00422.jpg,True,Good
True,False,"['match', 921.9405497037624]",highway,highways_00409.jpg,True,Good
True,False,"['nonmatch', 924.801437744985]",city,city_00401.jpg,True,Bad
False,True,"['match', 927.3741867573592]",office,offices_00652.jpg,False,Bad
True,False,"['match', 930.1796662639973]",office,offices_00628.jpg,False,Good
False,True,"['match', 932.8527405636702]",city,city_00207.jpg,True,Good
False,True,"['match', 935.6677444082432]",highway,highways_00155.jpg,True,Good
False,True,"['nonmatch', 938.839699080711]",beach,beaches_00224.jpg,False,Good
False,True,"['match', 941.487112925852]",office,offices_00612.jpg,False,Good
False,True,"['nonmatch', 945.0086350686543]",highway,highways_00503.jpg,False,Bad
False,True,"['match', 947.5770177638988]",forest,forests_00506.jpg,False,Bad
True,False,"['nonmatch', 950.8031478531543]",highway,highways_00411.jpg,False,Good
False,True,"['match', 953.2018469786435]",city,city_00148.jpg,True,Bad
False,True,"['match', 955.8380303154855]",office,offices_20081106_00085.jpg,False,Good
True,False,"['nonmatch', 958.8893242146278]",forest,forests_00554.jpg,True,Bad
False,True,"['match', 961.4519260104327]",beach,beaches_00513.jpg,False,Bad
True,False,"['nonmatch', 964.4366033947864]",highway,highways_00450.jpg,False,Bad
False,True,"['match', 972.4330538764858]",forest,forests_00259.jpg,False,Bad
True,False,"['match', 975.0420646055344]",highway,highways_00536.jpg,False,Bad
False,True,"['match', 977.6435143503992]",mountain,mountains_00198.jpg,False,Good
True,False,"['match', 980.7911773338948]",forest,forests_00557.jpg,True,Bad
False,True,"['match', 983.897559713353]",forest,forests_20081106_00005.jpg,True,Good
False,True,"['match', 987.6033714345386]",office,offices_00677.jpg,True,Good
False,True,"['match', 993.555441747284]",highway,highways_00220.jpg,False,Good
True,False,"['nonmatch', 996.99452140296]",highway,highways_00519.jpg,False,Bad
False,True,"['match', 999.7503591990724]",forest,forests_20081106_00078.jpg,False,Bad
True,False,"['match', 1002.9653252421864]",forest,forests_00330.jpg,False,Bad
False,True,"['match', 1006.5063413950737]",office,offices_00124.jpg,True,Good
False,True,"['match', 1009.3868822491337]",city,city_00590.jpg,True,Bad
True,False,"['match', 1012.0641799353724]",beach,beaches_20081106_00066.jpg,True,Good
